"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Micropolitan (Nonmetro)"	"5"	"100+ years"	"100+"	"Male"	"M"	"2018"	"2018"	451	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"100+ years"	"100+"	"Male"	"M"	"2019"	"2019"	531	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Not Stated"	"NS"	"Female"	"F"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Not Stated"	"NS"	"Female"	"F"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Not Stated"	"NS"	"Female"	"F"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Not Stated"	"NS"	"Male"	"M"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Not Stated"	"NS"	"Male"	"M"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Not Stated"	"NS"	"Male"	"M"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	665	101463	655.4
	"NonCore (Nonmetro)"	"6"	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	598	98874	604.8
	"NonCore (Nonmetro)"	"6"	"< 1 year"	"1"	"Female"	"F"	"2019"	"2019"	564	97552	578.2
	"NonCore (Nonmetro)"	"6"	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	768	106453	721.4
	"NonCore (Nonmetro)"	"6"	"< 1 year"	"1"	"Male"	"M"	"2018"	"2018"	753	103647	726.5
	"NonCore (Nonmetro)"	"6"	"< 1 year"	"1"	"Male"	"M"	"2019"	"2019"	689	102338	673.3
	"NonCore (Nonmetro)"	"6"	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	144	422050	34.1
	"NonCore (Nonmetro)"	"6"	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	127	419850	30.2
	"NonCore (Nonmetro)"	"6"	"1-4 years"	"1-4"	"Female"	"F"	"2019"	"2019"	122	415348	29.4
	"NonCore (Nonmetro)"	"6"	"1-4 years"	"1-4"	"Male"	"M"	"2017"	"2017"	164	442555	37.1
	"NonCore (Nonmetro)"	"6"	"1-4 years"	"1-4"	"Male"	"M"	"2018"	"2018"	187	440927	42.4
	"NonCore (Nonmetro)"	"6"	"1-4 years"	"1-4"	"Male"	"M"	"2019"	"2019"	174	437168	39.8
	"NonCore (Nonmetro)"	"6"	"5-9 years"	"5-9"	"Female"	"F"	"2017"	"2017"	73	548183	13.3
	"NonCore (Nonmetro)"	"6"	"5-9 years"	"5-9"	"Female"	"F"	"2018"	"2018"	74	541235	13.7
	"NonCore (Nonmetro)"	"6"	"5-9 years"	"5-9"	"Female"	"F"	"2019"	"2019"	77	538290	14.3
	"NonCore (Nonmetro)"	"6"	"5-9 years"	"5-9"	"Male"	"M"	"2017"	"2017"	97	574860	16.9
	"NonCore (Nonmetro)"	"6"	"5-9 years"	"5-9"	"Male"	"M"	"2018"	"2018"	97	567909	17.1
	"NonCore (Nonmetro)"	"6"	"5-9 years"	"5-9"	"Male"	"M"	"2019"	"2019"	100	565666	17.7
	"NonCore (Nonmetro)"	"6"	"10-14 years"	"10-14"	"Female"	"F"	"2017"	"2017"	120	574491	20.9
	"NonCore (Nonmetro)"	"6"	"10-14 years"	"10-14"	"Female"	"F"	"2018"	"2018"	111	575948	19.3
	"NonCore (Nonmetro)"	"6"	"10-14 years"	"10-14"	"Female"	"F"	"2019"	"2019"	100	571859	17.5
	"NonCore (Nonmetro)"	"6"	"10-14 years"	"10-14"	"Male"	"M"	"2017"	"2017"	152	603067	25.2
	"NonCore (Nonmetro)"	"6"	"10-14 years"	"10-14"	"Male"	"M"	"2018"	"2018"	140	604426	23.2
	"NonCore (Nonmetro)"	"6"	"10-14 years"	"10-14"	"Male"	"M"	"2019"	"2019"	181	600076	30.2
	"NonCore (Nonmetro)"	"6"	"15-19 years"	"15-19"	"Female"	"F"	"2017"	"2017"	273	551702	49.5
	"NonCore (Nonmetro)"	"6"	"15-19 years"	"15-19"	"Female"	"F"	"2018"	"2018"	230	546876	42.1
	"NonCore (Nonmetro)"	"6"	"15-19 years"	"15-19"	"Female"	"F"	"2019"	"2019"	275	541730	50.8
	"NonCore (Nonmetro)"	"6"	"15-19 years"	"15-19"	"Male"	"M"	"2017"	"2017"	559	602897	92.7
	"NonCore (Nonmetro)"	"6"	"15-19 years"	"15-19"	"Male"	"M"	"2018"	"2018"	562	597957	94.0
	"NonCore (Nonmetro)"	"6"	"15-19 years"	"15-19"	"Male"	"M"	"2019"	"2019"	570	591181	96.4
	"NonCore (Nonmetro)"	"6"	"20-24 years"	"20-24"	"Female"	"F"	"2017"	"2017"	369	492268	75.0
	"NonCore (Nonmetro)"	"6"	"20-24 years"	"20-24"	"Female"	"F"	"2018"	"2018"	356	484176	73.5
	"NonCore (Nonmetro)"	"6"	"20-24 years"	"20-24"	"Female"	"F"	"2019"	"2019"	383	476624	80.4
	"NonCore (Nonmetro)"	"6"	"20-24 years"	"20-24"	"Male"	"M"	"2017"	"2017"	970	568905	170.5
	"NonCore (Nonmetro)"	"6"	"20-24 years"	"20-24"	"Male"	"M"	"2018"	"2018"	949	560139	169.4
	"NonCore (Nonmetro)"	"6"	"20-24 years"	"20-24"	"Male"	"M"	"2019"	"2019"	898	551858	162.7
	"NonCore (Nonmetro)"	"6"	"25-29 years"	"25-29"	"Female"	"F"	"2017"	"2017"	525	507891	103.4
	"NonCore (Nonmetro)"	"6"	"25-29 years"	"25-29"	"Female"	"F"	"2018"	"2018"	459	515036	89.1
	"NonCore (Nonmetro)"	"6"	"25-29 years"	"25-29"	"Female"	"F"	"2019"	"2019"	515	512785	100.4
	"NonCore (Nonmetro)"	"6"	"25-29 years"	"25-29"	"Male"	"M"	"2017"	"2017"	1278	578459	220.9
	"NonCore (Nonmetro)"	"6"	"25-29 years"	"25-29"	"Male"	"M"	"2018"	"2018"	1181	587638	201.0
	"NonCore (Nonmetro)"	"6"	"25-29 years"	"25-29"	"Male"	"M"	"2019"	"2019"	1169	588036	198.8
	"NonCore (Nonmetro)"	"6"	"30-34 years"	"30-34"	"Female"	"F"	"2017"	"2017"	688	491372	140.0
	"NonCore (Nonmetro)"	"6"	"30-34 years"	"30-34"	"Female"	"F"	"2018"	"2018"	678	488180	138.9
	"NonCore (Nonmetro)"	"6"	"30-34 years"	"30-34"	"Female"	"F"	"2019"	"2019"	633	489745	129.3
	"NonCore (Nonmetro)"	"6"	"30-34 years"	"30-34"	"Male"	"M"	"2017"	"2017"	1403	540872	259.4
	"NonCore (Nonmetro)"	"6"	"30-34 years"	"30-34"	"Male"	"M"	"2018"	"2018"	1320	539672	244.6
	"NonCore (Nonmetro)"	"6"	"30-34 years"	"30-34"	"Male"	"M"	"2019"	"2019"	1357	542899	250.0
	"NonCore (Nonmetro)"	"6"	"35-39 years"	"35-39"	"Female"	"F"	"2017"	"2017"	877	514403	170.5
	"NonCore (Nonmetro)"	"6"	"35-39 years"	"35-39"	"Female"	"F"	"2018"	"2018"	912	517608	176.2
	"NonCore (Nonmetro)"	"6"	"35-39 years"	"35-39"	"Female"	"F"	"2019"	"2019"	925	516329	179.1
	"NonCore (Nonmetro)"	"6"	"35-39 years"	"35-39"	"Male"	"M"	"2017"	"2017"	1606	551695	291.1
	"NonCore (Nonmetro)"	"6"	"35-39 years"	"35-39"	"Male"	"M"	"2018"	"2018"	1714	555314	308.7
	"NonCore (Nonmetro)"	"6"	"35-39 years"	"35-39"	"Male"	"M"	"2019"	"2019"	1737	552412	314.4
	"NonCore (Nonmetro)"	"6"	"40-44 years"	"40-44"	"Female"	"F"	"2017"	"2017"	1227	498435	246.2
	"NonCore (Nonmetro)"	"6"	"40-44 years"	"40-44"	"Female"	"F"	"2018"	"2018"	1171	497426	235.4
	"NonCore (Nonmetro)"	"6"	"40-44 years"	"40-44"	"Female"	"F"	"2019"	"2019"	1200	500399	239.8
	"NonCore (Nonmetro)"	"6"	"40-44 years"	"40-44"	"Male"	"M"	"2017"	"2017"	1913	529474	361.3
	"NonCore (Nonmetro)"	"6"	"40-44 years"	"40-44"	"Male"	"M"	"2018"	"2018"	1873	529001	354.1
	"NonCore (Nonmetro)"	"6"	"40-44 years"	"40-44"	"Male"	"M"	"2019"	"2019"	2076	532440	389.9
	"NonCore (Nonmetro)"	"6"	"45-49 years"	"45-49"	"Female"	"F"	"2017"	"2017"	1931	555521	347.6
	"NonCore (Nonmetro)"	"6"	"45-49 years"	"45-49"	"Female"	"F"	"2018"	"2018"	1863	547466	340.3
	"NonCore (Nonmetro)"	"6"	"45-49 years"	"45-49"	"Female"	"F"	"2019"	"2019"	1807	536515	336.8
	"NonCore (Nonmetro)"	"6"	"45-49 years"	"45-49"	"Male"	"M"	"2017"	"2017"	2830	580537	487.5
	"NonCore (Nonmetro)"	"6"	"45-49 years"	"45-49"	"Male"	"M"	"2018"	"2018"	2879	572633	502.8
	"NonCore (Nonmetro)"	"6"	"45-49 years"	"45-49"	"Male"	"M"	"2019"	"2019"	2909	560610	518.9
	"NonCore (Nonmetro)"	"6"	"50-54 years"	"50-54"	"Female"	"F"	"2017"	"2017"	3264	624586	522.6
	"NonCore (Nonmetro)"	"6"	"50-54 years"	"50-54"	"Female"	"F"	"2018"	"2018"	3176	599135	530.1
	"NonCore (Nonmetro)"	"6"	"50-54 years"	"50-54"	"Female"	"F"	"2019"	"2019"	2807	576528	486.9
	"NonCore (Nonmetro)"	"6"	"50-54 years"	"50-54"	"Male"	"M"	"2017"	"2017"	4984	631517	789.2
	"NonCore (Nonmetro)"	"6"	"50-54 years"	"50-54"	"Male"	"M"	"2018"	"2018"	4811	608095	791.2
	"NonCore (Nonmetro)"	"6"	"50-54 years"	"50-54"	"Male"	"M"	"2019"	"2019"	4521	587393	769.7
	"NonCore (Nonmetro)"	"6"	"55-59 years"	"55-59"	"Female"	"F"	"2017"	"2017"	5111	708342	721.5
	"NonCore (Nonmetro)"	"6"	"55-59 years"	"55-59"	"Female"	"F"	"2018"	"2018"	5122	701348	730.3
	"NonCore (Nonmetro)"	"6"	"55-59 years"	"55-59"	"Female"	"F"	"2019"	"2019"	5069	692618	731.9
	"NonCore (Nonmetro)"	"6"	"55-59 years"	"55-59"	"Male"	"M"	"2017"	"2017"	8137	701541	1159.9
	"NonCore (Nonmetro)"	"6"	"55-59 years"	"55-59"	"Male"	"M"	"2018"	"2018"	8134	692244	1175.0
	"NonCore (Nonmetro)"	"6"	"55-59 years"	"55-59"	"Male"	"M"	"2019"	"2019"	7948	682598	1164.4
	"NonCore (Nonmetro)"	"6"	"60-64 years "	"60-64"	"Female"	"F"	"2017"	"2017"	7016	701068	1000.8
	"NonCore (Nonmetro)"	"6"	"60-64 years "	"60-64"	"Female"	"F"	"2018"	"2018"	6854	708510	967.4
	"NonCore (Nonmetro)"	"6"	"60-64 years "	"60-64"	"Female"	"F"	"2019"	"2019"	7157	710539	1007.3
	"NonCore (Nonmetro)"	"6"	"60-64 years "	"60-64"	"Male"	"M"	"2017"	"2017"	11002	682939	1611.0
	"NonCore (Nonmetro)"	"6"	"60-64 years "	"60-64"	"Male"	"M"	"2018"	"2018"	11048	688053	1605.7
	"NonCore (Nonmetro)"	"6"	"60-64 years "	"60-64"	"Male"	"M"	"2019"	"2019"	11229	689823	1627.8
	"NonCore (Nonmetro)"	"6"	"65-69 years"	"65-69"	"Female"	"F"	"2017"	"2017"	8524	623201	1367.8
	"NonCore (Nonmetro)"	"6"	"65-69 years"	"65-69"	"Female"	"F"	"2018"	"2018"	8652	631149	1370.8
	"NonCore (Nonmetro)"	"6"	"65-69 years"	"65-69"	"Female"	"F"	"2019"	"2019"	8733	642756	1358.7
	"NonCore (Nonmetro)"	"6"	"65-69 years"	"65-69"	"Male"	"M"	"2017"	"2017"	13162	605824	2172.6
	"NonCore (Nonmetro)"	"6"	"65-69 years"	"65-69"	"Male"	"M"	"2018"	"2018"	13340	610695	2184.4
	"NonCore (Nonmetro)"	"6"	"65-69 years"	"65-69"	"Male"	"M"	"2019"	"2019"	13449	619115	2172.3
	"NonCore (Nonmetro)"	"6"	"70-74 years"	"70-74"	"Female"	"F"	"2017"	"2017"	10744	503619	2133.4
	"NonCore (Nonmetro)"	"6"	"70-74 years"	"70-74"	"Female"	"F"	"2018"	"2018"	11046	517060	2136.3
	"NonCore (Nonmetro)"	"6"	"70-74 years"	"70-74"	"Female"	"F"	"2019"	"2019"	11123	533617	2084.5
	"NonCore (Nonmetro)"	"6"	"70-74 years"	"70-74"	"Male"	"M"	"2017"	"2017"	14754	472547	3122.2
	"NonCore (Nonmetro)"	"6"	"70-74 years"	"70-74"	"Male"	"M"	"2018"	"2018"	15086	487002	3097.7
	"NonCore (Nonmetro)"	"6"	"70-74 years"	"70-74"	"Male"	"M"	"2019"	"2019"	15558	503309	3091.1
	"NonCore (Nonmetro)"	"6"	"75-79 years"	"75-79"	"Female"	"F"	"2017"	"2017"	12480	369026	3381.9
	"NonCore (Nonmetro)"	"6"	"75-79 years"	"75-79"	"Female"	"F"	"2018"	"2018"	12865	384193	3348.6
	"NonCore (Nonmetro)"	"6"	"75-79 years"	"75-79"	"Female"	"F"	"2019"	"2019"	12942	393918	3285.5
	"NonCore (Nonmetro)"	"6"	"75-79 years"	"75-79"	"Male"	"M"	"2017"	"2017"	15576	325804	4780.8
	"NonCore (Nonmetro)"	"6"	"75-79 years"	"75-79"	"Male"	"M"	"2018"	"2018"	16034	340834	4704.3
	"NonCore (Nonmetro)"	"6"	"75-79 years"	"75-79"	"Male"	"M"	"2019"	"2019"	16511	350018	4717.2
	"NonCore (Nonmetro)"	"6"	"80-84 years"	"80-84"	"Female"	"F"	"2017"	"2017"	14825	261758	5663.6
	"NonCore (Nonmetro)"	"6"	"80-84 years"	"80-84"	"Female"	"F"	"2018"	"2018"	14913	266946	5586.5
	"NonCore (Nonmetro)"	"6"	"80-84 years"	"80-84"	"Female"	"F"	"2019"	"2019"	14972	271731	5509.9
	"NonCore (Nonmetro)"	"6"	"80-84 years"	"80-84"	"Male"	"M"	"2017"	"2017"	15816	206773	7649.0
	"NonCore (Nonmetro)"	"6"	"80-84 years"	"80-84"	"Male"	"M"	"2018"	"2018"	15792	213446	7398.6
	"NonCore (Nonmetro)"	"6"	"80-84 years"	"80-84"	"Male"	"M"	"2019"	"2019"	16085	219171	7339.0
	"NonCore (Nonmetro)"	"6"	"85-89 years"	"85-89"	"Female"	"F"	"2017"	"2017"	16724	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"85-89 years"	"85-89"	"Female"	"F"	"2018"	"2018"	16693	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"85-89 years"	"85-89"	"Female"	"F"	"2019"	"2019"	16301	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"85-89 years"	"85-89"	"Male"	"M"	"2017"	"2017"	13798	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"85-89 years"	"85-89"	"Male"	"M"	"2018"	"2018"	13803	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"85-89 years"	"85-89"	"Male"	"M"	"2019"	"2019"	13682	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"90-94 years"	"90-94"	"Female"	"F"	"2017"	"2017"	14612	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"90-94 years"	"90-94"	"Female"	"F"	"2018"	"2018"	14329	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"90-94 years"	"90-94"	"Female"	"F"	"2019"	"2019"	14386	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"90-94 years"	"90-94"	"Male"	"M"	"2017"	"2017"	8846	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"90-94 years"	"90-94"	"Male"	"M"	"2018"	"2018"	8697	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"90-94 years"	"90-94"	"Male"	"M"	"2019"	"2019"	9067	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"95-99 years"	"95-99"	"Female"	"F"	"2017"	"2017"	7425	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"95-99 years"	"95-99"	"Female"	"F"	"2018"	"2018"	7446	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"95-99 years"	"95-99"	"Female"	"F"	"2019"	"2019"	7225	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"95-99 years"	"95-99"	"Male"	"M"	"2017"	"2017"	2850	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"95-99 years"	"95-99"	"Male"	"M"	"2018"	"2018"	2918	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"95-99 years"	"95-99"	"Male"	"M"	"2019"	"2019"	2859	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"100+ years"	"100+"	"Female"	"F"	"2017"	"2017"	1869	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"100+ years"	"100+"	"Female"	"F"	"2018"	"2018"	1854	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"100+ years"	"100+"	"Female"	"F"	"2019"	"2019"	1816	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"100+ years"	"100+"	"Male"	"M"	"2017"	"2017"	362	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"100+ years"	"100+"	"Male"	"M"	"2018"	"2018"	381	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"100+ years"	"100+"	"Male"	"M"	"2019"	"2019"	356	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Not Stated"	"NS"	"Female"	"F"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Not Stated"	"NS"	"Female"	"F"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Not Stated"	"NS"	"Female"	"F"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Not Stated"	"NS"	"Male"	"M"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Not Stated"	"NS"	"Male"	"M"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Not Stated"	"NS"	"Male"	"M"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"Year/Month: 2017; 2018; 2019"
"Group By: 2013 Urbanization; Five-Year Age Groups; Gender; Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Sep 5, 2023 12:17:55 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Sep 5, 2023 12:17:55 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Ages 85-100."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1"
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures"
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1"
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012."
"Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of"
"July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
